input,output
Congratulations you won. Unlock premium access with this one time opportunity. Last chance.  Ref 31746.,spam
"Congratulations you won. We detected unusual activity and need verification immediately. No  reply is needed, act now. Ref 37095.",spam
Homework question. Here are the notes for this week and the next steps. Please reply when  convenient. Ref 96427.,normal
Verify your account today. Unlock premium access with this one time opportunity. Last chance.  Ref 15803.,spam
Congratulations you won. Unlock premium access with this one time opportunity. Offer ends  very soon. Ref 4412.,spam
Final notice payment needed. Your account may be suspended unless you respond now.  Limited availability. Ref 22332.,spam
"Action required immediately. Your payment failed, update your information right away. No  reply is needed, act now. Ref 21647.",spam
"Limited time offer. Your payment failed, update your information right away. Limited  availability. Ref 25071.",spam
Congratulations you won. Unlock premium access with this one time opportunity. Limited  availability. Ref 12208.,spam
Action required immediately. Your account may be suspended unless you respond now.  Limited availability. Ref 9533.,spam
Family plan. Can you check this and reply when convenient? Please reply when convenient.  Ref 81712.,normal
Team discussion. Can you check this and reply when convenient? Let me know if anything  changes. Ref 94656.,normal
Action required immediately. This is a limited time deal and you should act fast. Last chance.  Ref 42699.,spam
"Exclusive bonus inside. Your payment failed, update your information right away. Limited  availability. Ref 13179.",spam
Project update. Here are the notes for this week and the next steps. Thanks for your help. Ref  84962.,normal
Congratulations you won. Please confirm your details to receive your prize. Do not miss this  opportunity. Ref 23862.,spam
Verify your account today. Please confirm your details to receive your prize. Limited availability.  Ref 32373.,spam
"Final notice payment needed. Your payment failed, update your information right away. Offer  ends very soon. Ref 1335.",spam
Weekly schedule. I completed the task and shared the latest version for review. I appreciate  your time. Ref 54006.,normal
Homework question. The order has been confirmed and details are attached below. Let me  know if anything changes. Ref 53127.,normal
"Urgent account alert. This is a limited time deal and you should act fast. No reply is needed,  act now. Ref 32317.",spam
Claim your prize now. Please confirm your details to receive your prize. Offer ends very soon.  Ref 22962.,spam
Claim your prize now. Click the link to claim your reward before it expires. Offer ends very  soon. Ref 29964.,spam
Verify your account today. Your account may be suspended unless you respond now. Limited  availability. Ref 20633.,spam
Family plan. Here are the notes for this week and the next steps. Looking forward to your  response. Ref 87519.,normal
"Free gift waiting. You have been selected for a special bonus offer. No reply is needed, act  now. Ref 20082.",spam
"Verify your account today. Your payment failed, update your information right away. No reply is  needed, act now. Ref 18262.",spam
"Verify your account today. Your payment failed, update your information right away. No reply is  needed, act now. Ref 40469.",spam
"Special deal for you. Do not miss this exclusive reward, claim it today. No reply is needed, act  now. Ref 20588.",spam
Homework question. The meeting is scheduled for tomorrow afternoon in the office. Please  reply when convenient. Ref 65899.,normal
Homework question. Can you check this and reply when convenient? Thanks for your help. Ref  78326.,normal
Appointment follow-up. Here are the notes for this week and the next steps. Please reply when  convenient. Ref 70586.,normal
Action required immediately. Click the link to claim your reward before it expires. Offer ends  very soon. Ref 5433.,spam
Final notice payment needed. Please confirm your details to receive your prize. Offer ends very  soon. Ref 36753.,spam
Class notes. Please review the file and send your feedback when you are free. Let me know if  anything changes. Ref 69307.,normal
Congratulations you won. This is a limited time deal and you should act fast. Last chance. Ref  5746.,spam
Team discussion. The meeting is scheduled for tomorrow afternoon in the office. I appreciate  your time. Ref 61712.,normal
Weekly schedule. The order has been confirmed and details are attached below. Please reply  when convenient. Ref 63535.,normal
Team discussion. Please review the file and send your feedback when you are free. Thanks for  your help. Ref 87082.,normal
Family plan. Let us meet after class to discuss the assignment. Let me know if anything  changes. Ref 70385.,normal
"Claim your prize now. Do not miss this exclusive reward, claim it today. No reply is needed,  act now. Ref 15198.",spam
"Congratulations you won. Your payment failed, update your information right away. Do not  miss this opportunity. Ref 27737.",spam
Class notes. Can you check this and reply when convenient? Let me know if anything changes.  Ref 55047.,normal
Congratulations you won. Please confirm your details to receive your prize. Do not miss this  opportunity. Ref 39301.,spam
"Congratulations you won. Do not miss this exclusive reward, claim it today. Last chance. Ref  179.",spam
"Action required immediately. This offer expires soon, so take action now. Offer ends very  soon. Ref 24405.",spam
"Congratulations you won. Do not miss this exclusive reward, claim it today. Offer ends very  soon. Ref 115.",spam
Family plan. Here are the notes for this week and the next steps. I appreciate your time. Ref  68931.,normal
"Congratulations you won. Do not miss this exclusive reward, claim it today. Last chance. Ref  18775.",spam
"Exclusive bonus inside. This offer expires soon, so take action now. Limited availability. Ref  16232.",spam
Congratulations you won. You have been selected for a special bonus offer. Limited availability.  Ref 10595.,spam
Final notice payment needed. We detected unusual activity and need verification immediately.  Offer ends very soon. Ref 12804.,spam
Project update. Please confirm your availability for the appointment. Please reply when  convenient. Ref 78009.,normal
